Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Months Code,Months,Year Code,Year,Unit,Value,Flag,Flag Description
ET,Temperature change on land,434,Libya,7271,Temperature change,7020,Meteorological year,1972,1972,°c,0.179,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7020,Meteorological year,1973,1973,°c,-0.188,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7020,Meteorological year,1974,1974,°c,-0.132,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7020,Meteorological year,1975,1975,°c,-0.449,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7020,Meteorological year,1976,1976,°c,-0.55,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7020,Meteorological year,1977,1977,°c,0.246,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7020,Meteorological year,1978,1978,°c,-0.26,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7020,Meteorological year,1979,1979,°c,0.302,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7020,Meteorological year,1980,1980,°c,-0.051,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7020,Meteorological year,1981,1981,°c,0.022,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7020,Meteorological year,1982,1982,°c,0.136,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7020,Meteorological year,1983,1983,°c,-0.332,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7020,Meteorological year,1984,1984,°c,-0.076,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7020,Meteorological year,1985,1985,°c,0.099,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7020,Meteorological year,1986,1986,°c,0.236,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7020,Meteorological year,1987,1987,°c,0.06,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7020,Meteorological year,1988,1988,°c,1.051,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7020,Meteorological year,1989,1989,°c,-0.006,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7020,Meteorological year,1990,1990,°c,0.557,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7020,Meteorological year,1991,1991,°c,0.231,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7020,Meteorological year,1992,1992,°c,-0.404,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7020,Meteorological year,1993,1993,°c,0.306,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7020,Meteorological year,1994,1994,°c,0.47,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7020,Meteorological year,1995,1995,°c,0.344,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7020,Meteorological year,1996,1996,°c,0.541,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7020,Meteorological year,1997,1997,°c,0.472,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7020,Meteorological year,1998,1998,°c,0.76,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7020,Meteorological year,1999,1999,°c,1.248,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7020,Meteorological year,2000,2000,°c,0.306,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7020,Meteorological year,2001,2001,°c,1.291,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7020,Meteorological year,2002,2002,°c,0.905,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7020,Meteorological year,2003,2003,°c,0.95,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7020,Meteorological year,2004,2004,°c,0.745,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7020,Meteorological year,2005,2005,°c,0.717,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7020,Meteorological year,2006,2006,°c,0.81,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7020,Meteorological year,2007,2007,°c,0.86,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7020,Meteorological year,2008,2008,°c,0.879,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7020,Meteorological year,2009,2009,°c,0.764,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7020,Meteorological year,2010,2010,°c,2.074,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7020,Meteorological year,2011,2011,°c,0.819,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7020,Meteorological year,2012,2012,°c,0.77,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7020,Meteorological year,2013,2013,°c,1.24,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7020,Meteorological year,2014,2014,°c,1.237,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7020,Meteorological year,2015,2015,°c,0.711,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7020,Meteorological year,2016,2016,°c,1.587,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7020,Meteorological year,2017,2017,°c,0.525,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7020,Meteorological year,2018,2018,°c,1.737,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7020,Meteorological year,2019,2019,°c,0.92,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7020,Meteorological year,2020,2020,°c,1.174,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7020,Meteorological year,2021,2021,°c,1.924,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7020,Meteorological year,2022,2022,°c,0.559,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7020,Meteorological year,1961,1961,°c,0.38,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7020,Meteorological year,1962,1962,°c,0.38,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7020,Meteorological year,1963,1963,°c,0.38,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7020,Meteorological year,1964,1964,°c,0.38,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7020,Meteorological year,1965,1965,°c,0.38,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7020,Meteorological year,1966,1966,°c,0.38,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7020,Meteorological year,1967,1967,°c,0.38,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7020,Meteorological year,1968,1968,°c,0.38,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7020,Meteorological year,1969,1969,°c,0.38,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7020,Meteorological year,1970,1970,°c,0.38,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7020,Meteorological year,1971,1971,°c,0.38,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7020,Meteorological year,1972,1972,°c,0.38,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7020,Meteorological year,1973,1973,°c,0.38,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7020,Meteorological year,1974,1974,°c,0.38,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7020,Meteorological year,1975,1975,°c,0.38,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7020,Meteorological year,1976,1976,°c,0.38,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7020,Meteorological year,1977,1977,°c,0.38,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7020,Meteorological year,1978,1978,°c,0.38,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7020,Meteorological year,1979,1979,°c,0.38,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7020,Meteorological year,1980,1980,°c,0.38,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7020,Meteorological year,1981,1981,°c,0.38,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7020,Meteorological year,1982,1982,°c,0.38,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7020,Meteorological year,1983,1983,°c,0.38,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7020,Meteorological year,1984,1984,°c,0.38,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7020,Meteorological year,1985,1985,°c,0.38,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7020,Meteorological year,1986,1986,°c,0.38,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7020,Meteorological year,1987,1987,°c,0.38,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7020,Meteorological year,1988,1988,°c,0.38,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7020,Meteorological year,1989,1989,°c,0.38,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7020,Meteorological year,1990,1990,°c,0.38,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7020,Meteorological year,1991,1991,°c,0.38,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7020,Meteorological year,1992,1992,°c,0.38,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7020,Meteorological year,1993,1993,°c,0.38,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7020,Meteorological year,1994,1994,°c,0.38,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7020,Meteorological year,1995,1995,°c,0.38,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7020,Meteorological year,1996,1996,°c,0.38,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7020,Meteorological year,1997,1997,°c,0.38,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7020,Meteorological year,1998,1998,°c,0.38,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7020,Meteorological year,1999,1999,°c,0.38,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7020,Meteorological year,2000,2000,°c,0.38,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7020,Meteorological year,2001,2001,°c,0.38,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7020,Meteorological year,2002,2002,°c,0.38,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7020,Meteorological year,2003,2003,°c,0.38,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7020,Meteorological year,2004,2004,°c,0.38,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7020,Meteorological year,2005,2005,°c,0.38,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7020,Meteorological year,2006,2006,°c,0.38,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7020,Meteorological year,2007,2007,°c,0.38,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7020,Meteorological year,2008,2008,°c,0.38,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7020,Meteorological year,2009,2009,°c,0.38,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7020,Meteorological year,2010,2010,°c,0.38,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7020,Meteorological year,2011,2011,°c,0.38,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7020,Meteorological year,2012,2012,°c,0.38,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7020,Meteorological year,2013,2013,°c,0.38,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7020,Meteorological year,2014,2014,°c,0.38,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7020,Meteorological year,2015,2015,°c,0.38,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7020,Meteorological year,2016,2016,°c,0.38,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7020,Meteorological year,2017,2017,°c,0.38,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7020,Meteorological year,2018,2018,°c,0.38,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7020,Meteorological year,2019,2019,°c,0.38,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7020,Meteorological year,2020,2020,°c,0.38,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7020,Meteorological year,2021,2021,°c,0.38,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7020,Meteorological year,2022,2022,°c,0.38,E,Estimated value
